"","message_text","variable"
"63","What did you find interesting about gamification as described in the article: ""Gamification can motivate students to engage in the classroom, give teachers better tools to guide and reward students, and get students to bring their full selves to the pursuit of learning."" This quote was particularly interesting to me. Sometimes I forget to think that it's about the way the materials are presented that helps with how one learns. Gamification is a method of teaching that can help students learn who aren't big on lectures. It's always important to remember that it's about the way how gamification is being presented in classrooms making it useful or hurtful to individuals. Is gamification what you thought it was: I have done some reading on gamification before. The reading expanded my knowledge on gamification. How does gamification differ from actually using games: Gamification differs from actually using games because there's a purpose to it. For gamification there are goals and techniques involved pulling in participants and making them want to participate in the learning. Cognitive, emotional, and social goals are outlined in the reading. As quoted in the reading from Lee and Hammer's, ""By making the development of a new identity playful, and by rewarding it appropriately, we can help students think differently about their potential in school and what school might mean for them."" Gamification is a different way of presenting materials to learners.","DKI"
"64","What did you find interesting about gamification as described in the article: ""Gamification can motivate students to engage in the classroom, give teachers better tools to guide and reward students, and get students to bring their full selves to the pursuit of learning."" This quote was particularly interesting to me. Sometimes I forget to think that it's about the way the materials are presented that helps with how one learns. Gamification is a method of teaching that can help students learn who aren't big on lectures. It's always important to remember that it's about the way how gamification is being presented in classrooms making it useful or hurtful to individuals. Is gamification what you thought it was: I have done some reading on gamification before. The reading expanded my knowledge on gamification. How does gamification differ from actually using games: Gamification differs from actually using games because there's a purpose to it. For gamification there are goals and techniques involved pulling in participants and making them want to participate in the learning. Cognitive, emotional, and social goals are outlined in the reading. As quoted in the reading from Lee and Hammer's, ""By making the development of a new identity playful, and by rewarding it appropriately, we can help students think differently about their potential in school and what school might mean for them."" Gamification is a different way of presenting materials to learners.","DKI"
"65","I think that choosing a gamification strategy founded in sound pedagogy and properly incentivized (so as not to denigrate the lesser-performing students) can work to improve learning, but I wouldn't make the assumption that your design efforts around these will be rewarded with full engagement. I think these strategies are strong and fairly novel tools to support learning, but there are a variety of approaches to teaching and learning, and we should select options based on your learning objectives for the course. With the influx of gamification in everything from our interactions with retailers, countless phone app's, etc., its use is on the rise and is expected to become a normal aspect of nearly everything we do in our day-to-day lives, so we will soon see how well it works over the long-run, across its many applications.","DKI"
"66","S, I agree with your thought that we can't make the assumption- the gamification design efforts will be rewarded with full engagement. This is in consistent with the conclusion of this article- the traditional e-learning approach is more effective in assessing knowledge students get. This might be the drawback of using gamification and social networking in education, but it also offers opportunity for us to think why? And how to take advantage of them to improve learners' academic performance?","MKC"
"67","S I liked that you used the word ""tool"".  Gamification is one tool that can be used.  There are many good and valuable tools that can help teaching and learning and I can see where gamification has a place.","MKC"
"68","I agree that there are a variety of approaches to learning, and gamification is just one of them. I would not like to see it as the only tool. I do think it will prove to be a valuable approach. I find some of the blatant gamification applications in retail and apps pretty annoying, to tell the truth, but I like it better in education. Probably because I value the purpose it's serving more highly.","MKC"
"69","I would say that gamification enhances online learning communities because individuals are more actively participating and engaging in the work. Comparing gamification to straight lectures, there are fewer students who participates and are engaged in the work. It's definitely beneficial to have gamification and straight lecture when it comes to enhancing online learning communities because everyone has different learning styles and sometimes it's easier for one to learn through reading than doing more hands on activities. We see that social networking is more affective than gamification because of the participation level. More people participated in social networking because it was easy for them to build onto each other's ideas and help expand one another's knowledge. Finding a way to make one more engaged will help individuals with learning better. The more I actively participate in classrooms and online learning communities, the more I learn as well. It's just a matter of how one learns best.","DKI"
"70","I- I agree that the more activity and engaged you are the better learner and the more you will learn.  I am an older student and so games and technology is something that I have had to learn, unlike younger students where technology has been a part of their whole life.  I think that a balance of gamification and more traditional styles can benefits all students.","MKC"
"71","I had wished that this empirical study would have also included a qualitative study as well. I wondered whether the instrument was sensitive enough to detect differences. What differences in learners' academic performance were anticipated? __I think R's question is important - what approaches work best and when?__For example, is gamfication useful for motivating learning low level knowledge that is foundational for further learning?__Or does gamification need for the learner to have a certain attitude, such as more of an affinity toward competition?","MKC"
"72","yes, E. I also think it's useful to take a qualitative study in consideration. And it in deed has many qualitative study or mixed methods on online learning. In addition, how to decide the standard for teachers to assess students' academic performance is another important question. Different assessment standard would cause different results, I think.","DKC"
"73","I think that gamification can and should be used as one means to teach students and encourage engagement.  In my experience online learning communities are better when you mix up the means by which you are sharing and teaching the material.  An example is one week using a traditional lecture, and another week using a video or game.  Mixing up the activities allows the learner to stay engaged and always challenges them to use different skills.  S used the ""tool"", and I really thought this was a nice way to express the idea that gamification can be one tool in the educational tool box, that when used and used well can add to the overall experience of online learning communities.  ","DKI"
"74","Mixing up the activities is also good since we all learn differently, and so it allows for some individualized learning.","MKC"
"75","The term ""gamification"" is very new to me, and i really enjoyed all readings for this week. I think it is really good system and gamification is also able to encourage people to work, study or do better by using the concept of game. So, I would say ""Yes the gamification absolutely can enhances online learning community."" According to the reading ""An empirical study comparing gamification and social networking on e-learning"", it says Results suggest that the proposed instruments improve students?performance on practical assignments related to skill acquisition. Average performance improved in each experimental group even with low participation rates affecting the whole group significantly. Temporal evolution suggests that for initial assignments, social networking was a better option. Getting some compensation for what people do and feeling accomplishment would make people try hard and do better.","DKI"
"76","Gamification enhances online learning communities because of the way it makes people participate. There are benefits and drawbacks to it though. Different generations have a different experiences with gamification. Younger people can easily catch on to gamification and adapt quickly while navigating around. On the other hand, some older people may have a harder time trying to navigate around because it's something they aren't used to. Since some older people they aren't used to gamification, instead of spending more time learning about what is needed to be taught, they are spending more time on learning how to navigate around and how to be a good participant. Gamification is a good way to mix things up every once in a while so that students have a different way of learning because they may understand it better than reading or listening to lectures.","DKI"
"77","I think that gamification can enhance a learning community, but it doesn't always necessarily. Like any other teaching strategy, it depends on the skill of the teacher and how well they can use a given technique. The results of the experiment in the article weren't very compelling, though that doesn't mean that gamification couldn't work on a different situation. There are a lot of ways to ""do"" gamification, so I wouldn't want to draw conclusions basied on one article. It's a really broad concept with lots of possible interpretations and applications. I think we have to be careful about assuming that all kids would like gamification, and R is right on when she said that we can't make the assumption that gamification design efforts will be rewarded with full engagement. It's interesting that the results of the experiment shows better results for the blended group - perhaps the social rewards of connecting with your peers is more powerful than the arbitrary rewards provided by gamification. Like any other strategy, it's not going to work for every kid.","MKI"
"78","I think that gamification can enhance a learning community, but it doesn't always necessarily. Like any other teaching strategy, it depends on the skill of the teacher and how well they can use a given technique. The results of the experiment in the article weren't very compelling, though that doesn't mean that gamification couldn't work on a different situation. There are a lot of ways to ""do"" gamification, so I wouldn't want to draw conclusions basied on one article. It's a really broad concept with lots of possible interpretations and applications. I think we have to be careful about assuming that all kids would like gamification, and R is right on when she said that we can't make the assumption that gamification design efforts will be rewarded with full engagement. It's interesting that the results of the experiment shows better results for the blended group - perhaps the social rewards of connecting with your peers is more powerful than the arbitrary rewards provided by gamification. Like any other strategy, it's not going to work for every kid.","DKI"
"79","I agree with your point, O. I also think game is just a tool and it has many ways to do gamification. It depends on how to use it in learning. Because learning itself is a complex process, it's hard to make a general conclusion or assumption about how gamification works. Online gamification and social learning have many overlapps and differences. You mention a good point that deserves further research, that is the social presence of this two kinds of online learning. It's interesting, thank you!","MKC"
"80","This is an interesting question.  The article looks to see how to use gamification in school environments.  As I read it, I thought of _brick and mortar?type schools using gamification strategies in teaching and learning, not necessarily online learning environments.  I really like the idea of gamifying school when possible because I do believe it can make space for creativity and foster curiosity.  I was pretty sold in the _framework social gamification: guidelines and objectives?section, but when I got to _4.3 descriptive scenario?I have to admit I was let down.  I guess I felt like this potential scenario really only took activities you might already do in class, put them online, and made grades more visible.  I did not see the neat features of gamification that allow players to adapt or find a different route to success as described in the framework.  To me it felt like what already happens in school, just more public.  I want to see more space where students can interact and collaborate.  Let me give you an example. My oldest daughter (now 10) was introduced to this website while we were in the UK last spring where an author is writing a childrenês and s/he asks for the childrenês help.  S/he posts a prompt each week and the children have at it.  It reads like our Ning strings where the kids simply write their ideas in any format.  Some just offer suggestions, some write the narrative with dialogue.  They also comment on each otherês comments.  The author at the end of the week picks and chooses ideas from the kids.  Each week s/he acknowledges their ideas (often by website name).  If kids contribute on a pretty regular basis and his/her ideas are acknowledged they receive a badge.  In the end a book is published and the kids who ideas the author uses are acknowledged!  You should see how the kids interact!  They will say things like, _what a great idea, I hadnêt thought about that.  Thinking about what you said, what about _________?? They add onto each otherês ideas.  They also control each otherês online behavior.  For a while one participant was being naughty and the author only had to _talk?once to this kid.  So many of the kids explained (in kind ways) behavior expectations of the site.  This kid learned quickly from the others and no adult had to intervene.  So does gamification enhance online learning communities?  For this particular website, yes.  For my daughter, itês not just the badges that keep her coming back.  Rather, she is so excited that a published childrenês literature author wants to hear from kids and that s/he uses their ideas.  She also enjoys learning from other kids and reading their ideas.  She will tell me about some _great ideas?some of the kids came up with each week.  She also comments as such to them.  She now loves to write and writes creative stories all the time.  She was even writing a story with one kid on the side on the site.  A full year later, my daughter still loves it.  I think she loves it because the framework as described in the article works. And guess who introduced it to her?  Her teacher!  Yep.  It was originally part of an in-class assignment.","MKI"
"81","This is an interesting question.  The article looks to see how to use gamification in school environments.  As I read it, I thought of _brick and mortar?type schools using gamification strategies in teaching and learning, not necessarily online learning environments.  I really like the idea of gamifying school when possible because I do believe it can make space for creativity and foster curiosity.  I was pretty sold in the _framework social gamification: guidelines and objectives?section, but when I got to _4.3 descriptive scenario?I have to admit I was let down.  I guess I felt like this potential scenario really only took activities you might already do in class, put them online, and made grades more visible.  I did not see the neat features of gamification that allow players to adapt or find a different route to success as described in the framework.  To me it felt like what already happens in school, just more public.  I want to see more space where students can interact and collaborate.  Let me give you an example. My oldest daughter (now 10) was introduced to this website while we were in the UK last spring where an author is writing a childrenês and s/he asks for the childrenês help.  S/he posts a prompt each week and the children have at it.  It reads like our Ning strings where the kids simply write their ideas in any format.  Some just offer suggestions, some write the narrative with dialogue.  They also comment on each otherês comments.  The author at the end of the week picks and chooses ideas from the kids.  Each week s/he acknowledges their ideas (often by website name).  If kids contribute on a pretty regular basis and his/her ideas are acknowledged they receive a badge.  In the end a book is published and the kids who ideas the author uses are acknowledged!  You should see how the kids interact!  They will say things like, _what a great idea, I hadnêt thought about that.  Thinking about what you said, what about _________?? They add onto each otherês ideas.  They also control each otherês online behavior.  For a while one participant was being naughty and the author only had to _talk?once to this kid.  So many of the kids explained (in kind ways) behavior expectations of the site.  This kid learned quickly from the others and no adult had to intervene.  So does gamification enhance online learning communities?  For this particular website, yes.  For my daughter, itês not just the badges that keep her coming back.  Rather, she is so excited that a published childrenês literature author wants to hear from kids and that s/he uses their ideas.  She also enjoys learning from other kids and reading their ideas.  She will tell me about some _great ideas?some of the kids came up with each week.  She also comments as such to them.  She now loves to write and writes creative stories all the time.  She was even writing a story with one kid on the side on the site.  A full year later, my daughter still loves it.  I think she loves it because the framework as described in the article works. And guess who introduced it to her?  Her teacher!  Yep.  It was originally part of an in-class assignment.","DKI"
"82","This is an interesting question.  The article looks to see how to use gamification in school environments.  As I read it, I thought of _brick and mortar?type schools using gamification strategies in teaching and learning, not necessarily online learning environments.  I really like the idea of gamifying school when possible because I do believe it can make space for creativity and foster curiosity.  I was pretty sold in the _framework social gamification: guidelines and objectives?section, but when I got to _4.3 descriptive scenario?I have to admit I was let down.  I guess I felt like this potential scenario really only took activities you might already do in class, put them online, and made grades more visible.  I did not see the neat features of gamification that allow players to adapt or find a different route to success as described in the framework.  To me it felt like what already happens in school, just more public.  I want to see more space where students can interact and collaborate.  Let me give you an example. My oldest daughter (now 10) was introduced to this website while we were in the UK last spring where an author is writing a childrenês and s/he asks for the childrenês help.  S/he posts a prompt each week and the children have at it.  It reads like our Ning strings where the kids simply write their ideas in any format.  Some just offer suggestions, some write the narrative with dialogue.  They also comment on each otherês comments.  The author at the end of the week picks and chooses ideas from the kids.  Each week s/he acknowledges their ideas (often by website name).  If kids contribute on a pretty regular basis and his/her ideas are acknowledged they receive a badge.  In the end a book is published and the kids who ideas the author uses are acknowledged!  You should see how the kids interact!  They will say things like, _what a great idea, I hadnêt thought about that.  Thinking about what you said, what about _________?? They add onto each otherês ideas.  They also control each otherês online behavior.  For a while one participant was being naughty and the author only had to _talk?once to this kid.  So many of the kids explained (in kind ways) behavior expectations of the site.  This kid learned quickly from the others and no adult had to intervene.  So does gamification enhance online learning communities?  For this particular website, yes.  For my daughter, itês not just the badges that keep her coming back.  Rather, she is so excited that a published childrenês literature author wants to hear from kids and that s/he uses their ideas.  She also enjoys learning from other kids and reading their ideas.  She will tell me about some _great ideas?some of the kids came up with each week.  She also comments as such to them.  She now loves to write and writes creative stories all the time.  She was even writing a story with one kid on the side on the site.  A full year later, my daughter still loves it.  I think she loves it because the framework as described in the article works. And guess who introduced it to her?  Her teacher!  Yep.  It was originally part of an in-class assignment.","DKI"
"83","This is an interesting question.  The article looks to see how to use gamification in school environments.  As I read it, I thought of _brick and mortar?type schools using gamification strategies in teaching and learning, not necessarily online learning environments.  I really like the idea of gamifying school when possible because I do believe it can make space for creativity and foster curiosity.  I was pretty sold in the _framework social gamification: guidelines and objectives?section, but when I got to _4.3 descriptive scenario?I have to admit I was let down.  I guess I felt like this potential scenario really only took activities you might already do in class, put them online, and made grades more visible.  I did not see the neat features of gamification that allow players to adapt or find a different route to success as described in the framework.  To me it felt like what already happens in school, just more public.  I want to see more space where students can interact and collaborate.  Let me give you an example. My oldest daughter (now 10) was introduced to this website while we were in the UK last spring where an author is writing a childrenês and s/he asks for the childrenês help.  S/he posts a prompt each week and the children have at it.  It reads like our Ning strings where the kids simply write their ideas in any format.  Some just offer suggestions, some write the narrative with dialogue.  They also comment on each otherês comments.  The author at the end of the week picks and chooses ideas from the kids.  Each week s/he acknowledges their ideas (often by website name).  If kids contribute on a pretty regular basis and his/her ideas are acknowledged they receive a badge.  In the end a book is published and the kids who ideas the author uses are acknowledged!  You should see how the kids interact!  They will say things like, _what a great idea, I hadnêt thought about that.  Thinking about what you said, what about _________?? They add onto each otherês ideas.  They also control each otherês online behavior.  For a while one participant was being naughty and the author only had to _talk?once to this kid.  So many of the kids explained (in kind ways) behavior expectations of the site.  This kid learned quickly from the others and no adult had to intervene.  So does gamification enhance online learning communities?  For this particular website, yes.  For my daughter, itês not just the badges that keep her coming back.  Rather, she is so excited that a published childrenês literature author wants to hear from kids and that s/he uses their ideas.  She also enjoys learning from other kids and reading their ideas.  She will tell me about some _great ideas?some of the kids came up with each week.  She also comments as such to them.  She now loves to write and writes creative stories all the time.  She was even writing a story with one kid on the side on the site.  A full year later, my daughter still loves it.  I think she loves it because the framework as described in the article works. And guess who introduced it to her?  Her teacher!  Yep.  It was originally part of an in-class assignment.","DKI"
"84","This is an interesting question.  The article looks to see how to use gamification in school environments.  As I read it, I thought of _brick and mortar?type schools using gamification strategies in teaching and learning, not necessarily online learning environments.  I really like the idea of gamifying school when possible because I do believe it can make space for creativity and foster curiosity.  I was pretty sold in the _framework social gamification: guidelines and objectives?section, but when I got to _4.3 descriptive scenario?I have to admit I was let down.  I guess I felt like this potential scenario really only took activities you might already do in class, put them online, and made grades more visible.  I did not see the neat features of gamification that allow players to adapt or find a different route to success as described in the framework.  To me it felt like what already happens in school, just more public.  I want to see more space where students can interact and collaborate.  Let me give you an example. My oldest daughter (now 10) was introduced to this website while we were in the UK last spring where an author is writing a childrenês and s/he asks for the childrenês help.  S/he posts a prompt each week and the children have at it.  It reads like our Ning strings where the kids simply write their ideas in any format.  Some just offer suggestions, some write the narrative with dialogue.  They also comment on each otherês comments.  The author at the end of the week picks and chooses ideas from the kids.  Each week s/he acknowledges their ideas (often by website name).  If kids contribute on a pretty regular basis and his/her ideas are acknowledged they receive a badge.  In the end a book is published and the kids who ideas the author uses are acknowledged!  You should see how the kids interact!  They will say things like, _what a great idea, I hadnêt thought about that.  Thinking about what you said, what about _________?? They add onto each otherês ideas.  They also control each otherês online behavior.  For a while one participant was being naughty and the author only had to _talk?once to this kid.  So many of the kids explained (in kind ways) behavior expectations of the site.  This kid learned quickly from the others and no adult had to intervene.  So does gamification enhance online learning communities?  For this particular website, yes.  For my daughter, itês not just the badges that keep her coming back.  Rather, she is so excited that a published childrenês literature author wants to hear from kids and that s/he uses their ideas.  She also enjoys learning from other kids and reading their ideas.  She will tell me about some _great ideas?some of the kids came up with each week.  She also comments as such to them.  She now loves to write and writes creative stories all the time.  She was even writing a story with one kid on the side on the site.  A full year later, my daughter still loves it.  I think she loves it because the framework as described in the article works. And guess who introduced it to her?  Her teacher!  Yep.  It was originally part of an in-class assignment.","DKI"
"85","I think this is really an interesting question. I think gamification can definitely enhance a student's learning in an actual school setting but I am not certain it would enhance an online learning community in the same way. I have been in many different classrooms in the past couple of years where gamification has been used. Part of the learning experience that I have seen occur with students happened with the social interactions while playing the game.  For example I was recently in a 6th grade classroom where they were playing a game to learn about how the election works in the United States. They were the person running to be President and had to go around campaigning in order to win the election. During the game the kids would be talking to one another and explaining how they did things in order to win a state. This helped their learning experiences because they were able to bounce off ideas from one another and learn from each others mistakes. When it comes to gamification online, I think it would be more difficult to have this type of interaction with others because you would have to almost stop what you were doing every time you go stuck or needed help. I do think if there was a way you could interact with somebody without having to stop and type out what you needed help with that gamification could definitely enhancing learning in an online learning community. ","DKI"
"86","I think this is really an interesting question. I think gamification can definitely enhance a student's learning in an actual school setting but I am not certain it would enhance an online learning community in the same way. I have been in many different classrooms in the past couple of years where gamification has been used. Part of the learning experience that I have seen occur with students happened with the social interactions while playing the game.  For example I was recently in a 6th grade classroom where they were playing a game to learn about how the election works in the United States. They were the person running to be President and had to go around campaigning in order to win the election. During the game the kids would be talking to one another and explaining how they did things in order to win a state. This helped their learning experiences because they were able to bounce off ideas from one another and learn from each others mistakes. When it comes to gamification online, I think it would be more difficult to have this type of interaction with others because you would have to almost stop what you were doing every time you go stuck or needed help. I do think if there was a way you could interact with somebody without having to stop and type out what you needed help with that gamification could definitely enhancing learning in an online learning community. ","DKI"
"87","I think this is really an interesting question. I think gamification can definitely enhance a student's learning in an actual school setting but I am not certain it would enhance an online learning community in the same way. I have been in many different classrooms in the past couple of years where gamification has been used. Part of the learning experience that I have seen occur with students happened with the social interactions while playing the game.  For example I was recently in a 6th grade classroom where they were playing a game to learn about how the election works in the United States. They were the person running to be President and had to go around campaigning in order to win the election. During the game the kids would be talking to one another and explaining how they did things in order to win a state. This helped their learning experiences because they were able to bounce off ideas from one another and learn from each others mistakes. When it comes to gamification online, I think it would be more difficult to have this type of interaction with others because you would have to almost stop what you were doing every time you go stuck or needed help. I do think if there was a way you could interact with somebody without having to stop and type out what you needed help with that gamification could definitely enhancing learning in an online learning community. ","DKI"
"88","Hi J, your comments are interesting for me. I didn't notice the point that it has different influences in face-to-face school setting and online setting. Yes, I think online gamification is more difficult for teachers to guide and manage students. But I am also thinking is there some way that game developers can change or improve to help kids learn through gaming?","SKC"
"89","Hi J, your comments are interesting for me. I didn't notice the point that it has different influences in face-to-face school setting and online setting. Yes, I think online gamification is more difficult for teachers to guide and manage students. But I am also thinking is there some way that game developers can change or improve to help kids learn through gaming?","MKC"
"90","I think that depending on the grade level for incorporating gamification in online communities, it definitely could enhance online learning within communities.  Gamification provides an outlet to a interactive and creative type of mindset.  I would argue that gamification might not work for every student.  Some individuals prefer not read fiction novels for example, and based off of what I have read about gamification--it seems to be very creative and fiction oriented.  I think that for online communities to occur, an individual always has a choice to participate/join.  If the gamification setting is apparent in an online college, related course--students will either like this idea and register, or not like the way it is set up and not join.  For required elementary level courses I would be careful because the teacher wouldn't want to stray too far from the intial content of the class and subject.  I think the right level of creativity/rules/expectations for students is important.  A nice balance of these details would hopefully result in a successful, working online community.","DKI"
"91"," I agree with your observation that gamification might not be suitable as a learning tool for every student. I want to go further to say that it might not be suitable for every subject; for example, accounting and finance.","SKC"
"92","It is still too early to answer affirmatively that gamification enhances learning for all students. It appears that gamification has the potential to improve learning for K-12 students. This is the generation that grew up with video games and are quite comfortable in such a virtual world. In my own family, my grandson started watching video games on iPad at an early age. Without reading the icons on a computer he knows the links to his favorable programs. He is not afraid to try various things on the iPad. Such a child will be quite comfortable using gamification for learning. I wonder, though, whether he will see it as an intellectual or learning activity. I am not sure I agree with the gentleman who gave the TED talk on gamification. He believes that the days of reading books and newspaper are over, and gamification is the future. He encourages parents to get in the game business with their children. I would be rather cautious about writing a premature obituary for books and newspaper, however. Videos or any other technological tools should be viewed as means to achieve learning, but the tools themselves are not the learning. Perhaps we should be asking whether contents are are these kinds learning when they use gamification. One concern I have as a parent about kinds' a deep immersion with gamification is the social isolation that it engenders. My grandson can be so consumed with video games that he does not want to eat or talk. We have had to impose a strict time limit on him. Too much exposure to gamification will lead to other unintended social problems in the future.","DKI"
"93","It is still too early to answer affirmatively that gamification enhances learning for all students. It appears that gamification has the potential to improve learning for K-12 students. This is the generation that grew up with video games and are quite comfortable in such a virtual world. In my own family, my grandson started watching video games on iPad at an early age. Without reading the icons on a computer he knows the links to his favorable programs. He is not afraid to try various things on the iPad. Such a child will be quite comfortable using gamification for learning. I wonder, though, whether he will see it as an intellectual or learning activity. I am not sure I agree with the gentleman who gave the TED talk on gamification. He believes that the days of reading books and newspaper are over, and gamification is the future. He encourages parents to get in the game business with their children. I would be rather cautious about writing a premature obituary for books and newspaper, however. Videos or any other technological tools should be viewed as means to achieve learning, but the tools themselves are not the learning. Perhaps we should be asking whether contents are are these kinds learning when they use gamification. One concern I have as a parent about kinds' a deep immersion with gamification is the social isolation that it engenders. My grandson can be so consumed with video games that he does not want to eat or talk. We have had to impose a strict time limit on him. Too much exposure to gamification will lead to other unintended social problems in the future.","DKI"
"94","It is still too early to answer affirmatively that gamification enhances learning for all students. It appears that gamification has the potential to improve learning for K-12 students. This is the generation that grew up with video games and are quite comfortable in such a virtual world. In my own family, my grandson started watching video games on iPad at an early age. Without reading the icons on a computer he knows the links to his favorable programs. He is not afraid to try various things on the iPad. Such a child will be quite comfortable using gamification for learning. I wonder, though, whether he will see it as an intellectual or learning activity. I am not sure I agree with the gentleman who gave the TED talk on gamification. He believes that the days of reading books and newspaper are over, and gamification is the future. He encourages parents to get in the game business with their children. I would be rather cautious about writing a premature obituary for books and newspaper, however. Videos or any other technological tools should be viewed as means to achieve learning, but the tools themselves are not the learning. Perhaps we should be asking whether contents are are these kinds learning when they use gamification. One concern I have as a parent about kinds' a deep immersion with gamification is the social isolation that it engenders. My grandson can be so consumed with video games that he does not want to eat or talk. We have had to impose a strict time limit on him. Too much exposure to gamification will lead to other unintended social problems in the future.","DKI"
"95","You raise some excellent points, N. Games and video games do create social isolation when the user chooses not to interact with those around him/her. Is there any research results that show too much exposure to games creates future social problems? ","SKC"
"96","Thanks, C, for your question about whether video games cause future social problems. I was limiting my comments to my grandson who is beginning to exhibit social isolation due to what is appearing to be too much exposure to his iPad. Some of the shows he watches are video games, although I need to point out that he has not yet played video games. I have not read research that links video games to future social problems directly. What I do know is that there is good research studies indicating that distance education students exhibit high drop-out rates due to social isolation (Lee, M. J. W., & Chan, A. (2007). Reducing the effects of isolation and promoting inclusivity for distance learners through podcasting. Turkish Online Journal of Distance Education, 8(1); Kanuka, H., Jugdev, K., Heller, R., & West, D. (2008). The rise of the teleworker: false promises and responsive solutions. Higher Education, 56, 149-165; Dow, M. J. (2008). Implications of Social Presence for Online Learning: A Case Study of MLS Students. Journal for Library and Information Science, 49(4), 231-242; Earl, K. (2013). Student views on short-text assignment formats in fully online.","DKC"
"97","Hi N,I'm glad you brought up the TED talk.  I also did not agree with the man on the TED talk.  My girls, particularly my almost 11 year old, loves to read a good old fashioned book and will do so for hours.  Her grandma gave her a Kindle (the super basic one) and she still prefers to go get books at the library.  She will download a library book to her Kindle only when she is done reading the actual books.  Her friends and her share books too.  So, I don't think days of paper backs or newspapers are actually over either.","MKC"
"98","Hi N, I am so impressed by your comments! I agree with you that the tools or technologies themselves are not the learning. They are means to achieve better learning and the key element is learners themselves. How they use these tools and technologies, including games. For kids, they are not mature enough to control the time they spend on gaming or they are not mature enough to really guide themselves to learn something from gaming. So, as far as I am concerned,  in this ""Gamification"" learning process, parents' and teachers' guide and management are important.","MKC"
"99","Do you think gamification enhances online learning communities? Why or why not? As my experience with gamification doesn't extend past the content that I have taken in over the last week, I am indeed intrigued about the concept and the role this game structure has played in my life. I am not extremely competitive, but when presented with an opportunity to gain badges or stock pile cash in my Pocket Trains app, I have no problem watching the hours tick by. There is potential to keep individuals engaged in the practice of online learning communities by bringing in these elements from game structure, but the research proposal we read left much to be desired in the way of direct research and an articulated focus outside of general suggestions. Another concern is the understanding the motivation of the individual. As I mentioned, the flashy badges might hook me in from the beginning, but the ability to sustain community might be questionable. Motivation becomes an important consideration whether the individuals are intrinsically or extrinsically influenced. A competitive nature does not apply to all, but again this is only one facet of the gamification framework. As a parent of two small children who also are ""digital natives"" I am concerned about the world they are going to be a part of in the not so near future. My oldest will be starting kindergarten next year and with tools mentioned like schooools.com I was intrigued about the possible benefits that might have with him. He loves using the iPad and loves the incentives that come about with beating a character on Mr. Crab, but the addictive nature of the game may not bode well for his lack of self-control. I agree with N that we need to be careful in how we roll these technologies and to what age groups.","DKI"
"100","Do you think gamification enhances online learning communities? Why or why not? As my experience with gamification doesn't extend past the content that I have taken in over the last week, I am indeed intrigued about the concept and the role this game structure has played in my life. I am not extremely competitive, but when presented with an opportunity to gain badges or stock pile cash in my Pocket Trains app, I have no problem watching the hours tick by. There is potential to keep individuals engaged in the practice of online learning communities by bringing in these elements from game structure, but the research proposal we read left much to be desired in the way of direct research and an articulated focus outside of general suggestions. Another concern is the understanding the motivation of the individual. As I mentioned, the flashy badges might hook me in from the beginning, but the ability to sustain community might be questionable. Motivation becomes an important consideration whether the individuals are intrinsically or extrinsically influenced. A competitive nature does not apply to all, but again this is only one facet of the gamification framework. As a parent of two small children who also are ""digital natives"" I am concerned about the world they are going to be a part of in the not so near future. My oldest will be starting kindergarten next year and with tools mentioned like schooools.com I was intrigued about the possible benefits that might have with him. He loves using the iPad and loves the incentives that come about with beating a character on Mr. Crab, but the addictive nature of the game may not bode well for his lack of self-control. I agree with N that we need to be careful in how we roll these technologies and to what age groups.","DKI"
"101","Do you think gamification enhances online learning communities? Why or why not? As my experience with gamification doesn't extend past the content that I have taken in over the last week, I am indeed intrigued about the concept and the role this game structure has played in my life. I am not extremely competitive, but when presented with an opportunity to gain badges or stock pile cash in my Pocket Trains app, I have no problem watching the hours tick by. There is potential to keep individuals engaged in the practice of online learning communities by bringing in these elements from game structure, but the research proposal we read left much to be desired in the way of direct research and an articulated focus outside of general suggestions. Another concern is the understanding the motivation of the individual. As I mentioned, the flashy badges might hook me in from the beginning, but the ability to sustain community might be questionable. Motivation becomes an important consideration whether the individuals are intrinsically or extrinsically influenced. A competitive nature does not apply to all, but again this is only one facet of the gamification framework. As a parent of two small children who also are ""digital natives"" I am concerned about the world they are going to be a part of in the not so near future. My oldest will be starting kindergarten next year and with tools mentioned like schooools.com I was intrigued about the possible benefits that might have with him. He loves using the iPad and loves the incentives that come about with beating a character on Mr. Crab, but the addictive nature of the game may not bode well for his lack of self-control. I agree with N that we need to be careful in how we roll these technologies and to what age groups.","DKI"
"102","Hi, T, I don't have kids but I can imagine parents' worries about the game ""addictions"" to kids. Particularly for those who lack of self-control and self-management. It's a useful way to integrate game-like element in learning but how to guide kids really learn something through gamification is what  game developers and educators should think about firstly!","MKC"
