,text,variable
97,"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my students?participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writing?(Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _win?in f-2-f classes, but writers _win?in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,?_you look amazing!? etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning Communities?by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogy?or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving action?(Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaning?(Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",DKI
98,"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my students?participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writing?(Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _win?in f-2-f classes, but writers _win?in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,?_you look amazing!? etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning Communities?by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogy?or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving action?(Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaning?(Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",DKI
99,"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my students?participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writing?(Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _win?in f-2-f classes, but writers _win?in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,?_you look amazing!? etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning Communities?by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogy?or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving action?(Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaning?(Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",DKI
100,"Hi All,Please forgive me...I went a little crazy in my post! _I promise to keep it more succinct next time.For a number of years I taught online classes both asynchronously and synchronously. _I was never officially trained or educated how to do it, but got lots of advice from colleagues along the way who had been teaching online. _I stumbled a lot and learned a lot. _Some semesters, my online classes were my favorites, students engaged in ways I had never seen in my face-to-face classes. _Other semesters, to be honest, I just couldnêt wait for it to be over. _Reflecting upon my experiences I know that it had a lot to do with building community. _This was the key reason I wanted to take this class. _How do you build effective online communities?In reading the Palloff and Pratt text, there were a few key items that struck me in terms of building community. _Excuse the long quote, but when I read this I couldnêt help but think this is so dang true!There is one important element, however, that sets online distance learning apart from the traditional classroom setting: Key to the learning process are the interactions among students themselves, the interactions between faculty and students, and the collaboration in learning that results from these interactions. _In other words, the formation of a learning community through which knowledge is imparted and meaning is co-created sets the stage for successful learning outcomes. (Palloff and Pratt, 2007, p. 4) I think about the semesters I loathed my online classes and I know they were the semesters that I was frustrated by my students?participation or lack thereof. _I was frustrated that they were not contributing at the level I wanted them to. _So_I became a bit of a tyrant, demanding that they do things in a very specific way. _In a face-to-face class teachers can do that more, we can control the conversations that take place, redirect it in a way we want it to go in a very short amount of time. _It only takes the teacherês questioning or direct comment and everyone hears it all at once and know to move the conversation that way. _This is not true of online threaded discussions because not everyone is there at that precise moment. _But, thatês also the point. _Like the quote says, there is collaboration in the learning, not a teacher dictating how the learning is to take place. _That's what makes it a unique community!Another item from the text that struck me was that successful students in distance education programs are _able to communicate through writing?(Palloff and Pratt, 2007, p. 8). I couldnêt help but think that talkers _win?in f-2-f classes, but writers _win?in online classes. _But, donêt good writers always win? _That is, ultimately in higher education if you are a strong writer no matter f-2-f or online you will come out on top because after all the major assignments always involve writing. _How can we change that dynamic, even just a little, so that more people can win?Finally, I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,?_you look amazing!? etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. In looking for an article that discusses community I found an interesting one: _Developing Online Learning Communities?by Mark. A. Maddix in Christian Education Journal (Series 3, Vol. 10, No.1). _I am neither Christian nor religious, but I found this article intriguing because it deals with the idea of larger community values within an individual classroom community. _In Christian universities one of the elements of their teaching is helping young people in the forming and shaping of their faith. _Classes, therefore, are not just about the content (e.g., history, chemistry), but about modeling Christian values and beliefs. _The concern is that in online classes these values and beliefs may not be modeled. _Moreover, some theologians argue that embodiment is key to molding these beliefs and values and physical presence is necessary. _Maddix presents an alternative viewpoint through various research. _Of particular interest to me is John Greshamês research that argues for a _divine pedagogy?or __the pedagogy of the incarnation [that] points to the realm of the student's life experience as the locus of divine saving action?(Maddix, p. 142 and Gresham, 2006, p. 26). _In other words, to use Greshamês language again, _divine pedagogy includes a communal dimension similar to the church, [it] provides active participation of students in the learning process, and is relevant to online education because it is rich in symbols and signs that communicate meaning?(Maddix, p. 142 and Gresham 2006, p. 27-28). _I read such statements as a redefining of community or rather we must not assume that we are a community simply because we share similar values and beliefs. _Rather we must continuously build community and allow the actors to be active, challenged, and provide space for difference and growth. _In other words, we canêt just say our community has these values and beliefs and that you will pick them up simply by your presence. _I like this.In sum, then, an online community really needs to be genuine in its efforts to be a community. _We can't just be together in this space, we need to engage in it.",DKI
101,"Hi M, what an amazing comment! I am very interested in this paragraph : ""I am intrigued by the difference between presence and interaction as described on page 12. _I think about some stories I have read about how people have become actually lonelier or depressed through social media such as Facebook (FB). _In most of these stories the key was that on FB and other social media people are marketing themselves. _That is, they are posting images of themselves on vacation or some other fantastic place because they want to show the world how great their life is. _Itês almost like marketing a product. _If this is true, then wouldnêt that be considered presence, but not true interaction? _As in, the comments below the wonderful picture, _looks like fun,?_you look amazing!? etc.? _It seems to me friends are acknowledging presence not truly interacting. _OK, donêt get me wrong, I am just as guilty of this stuff as anyone_Iêm just contemplating this idea. "" it seems like a psychological issue about people's behavior patterns in social networking sites. I totally agree with the viewpoint that this kind of presence in FB is not true interaction. But I do believe Facebook has its potential to engage people in true interactions. If we take advantage of FB in our online courses, we should think carefully about the curriculum design.",MKC
102,"Hi M and R,The difference between presence and interaction caught my eye too. As far as FB goes, I wonder if the real interaction (such as it is) on FB happens less on public posts and walls, but more in the private messaging. So there are almost two sides to how we present our virtual identity on FB - the attention-getting public side of pictures and status updates, and the more personal, true interaction on the private side. It also makes me wonder to what extent a online community is strengthened when its members know each other offline - perhaps we can understand better the ""meaning between the words"" when we read text from someone we know personally, but on the other hand, we have to work harder to make ourselves understood and to understand others when we only have their words to go off of.",DKC
103,"Hi, O,I read some articles about how to form online community in FB. It mentioned learners used FB group in online collaboration rather than merely used individual accounts to make communications. But I have never used FB group before, maybe we could try it in this course :)",DKC
104,"Your comments that we can't assume our way into community based on a presupposition of shared values and beliefs reminds me that all relationship, to be meaningful and productive, require work. I think it's good to remember that we have to put forth an effort to experience the benefits of community, in this class and in all of our communities",MKC
105,"Again, so sorry to be late to the conversation!Sometimes it's helpful to define by negation: What groups of people would not count as community? What online groups would not count as an online community? (And then what word would we use to describe them?)For some reason I thought of the reviews on Amazon.com (and similar sites). I use reviews whenever making a purchase - but I wonder if that would qualify as a community. Definitely it is a group of people constructing knowledge together, and there is some level of trust that the people posting reviews have in fact used the product. However, there isn't any extended relationship with each other. I don't think most of us would count that as an ""online community"" in the way we've been talking about them, but I can't think of a word that I would use to describe that group of people besides ""community"". Words can be tricky...I think the internet is bringing people together into collections that maybe we don't have specific words for yet. ",MKI
106,"Again, so sorry to be late to the conversation!Sometimes it's helpful to define by negation: What groups of people would not count as community? What online groups would not count as an online community? (And then what word would we use to describe them?)For some reason I thought of the reviews on Amazon.com (and similar sites). I use reviews whenever making a purchase - but I wonder if that would qualify as a community. Definitely it is a group of people constructing knowledge together, and there is some level of trust that the people posting reviews have in fact used the product. However, there isn't any extended relationship with each other. I don't think most of us would count that as an ""online community"" in the way we've been talking about them, but I can't think of a word that I would use to describe that group of people besides ""community"". Words can be tricky...I think the internet is bringing people together into collections that maybe we don't have specific words for yet. ",MKI
107,"O,I love that last sentence you wrote, that the ""internet is bringing people together into collections that maybe we don't have specific words for yet."" That's true - the online space is changing at such a fast pace continuously that it's hard to make sense of it at times. That's what I both struggle with and enjoy about online interactions. It's been a fun experience to pop in and out of various groups online, I'm thinking mostly of Twitter here.",MKC
108,"Oh, G and O,That reminds me of when I learned that other cultures (other than European-American, which is the one I grew up in), have words for relatives that I don't have words for--like my brother's wife's mother. What is she to me? Mother-in-law...but not quite. These online interactions may turn out to be distinct things that need names. I love that idea!",MKC
109,"First of all, i am so sorry for late posting and it won't happen again i promise.After I read the chapter one and some researches from UMN library about online learning community, the first word came up my head was ""small challenge."" The term community is generally defined as usually small, social unit of any size that shares common values. So based on this definition online learning community is the small social unit of any size that shares learning about some topic through online. The reason i called it as small challenge is that the online class has some differences form the off line class and due to those differences it could be more challenging than normal class. I have taken three online classes and the online class needs more participation and responsibility than normal class i think. According to text book, learning in the distance education environment cannot be passive. Students are not only responsible for logging on but they must also contribute to the learning process by posting their thoughts and ideas to the online discussion. Learning is an active process in which both the instructor and the learners must participate it if it is to be successful.",MKI
110,"First of all, i am so sorry for late posting and it won't happen again i promise.After I read the chapter one and some researches from UMN library about online learning community, the first word came up my head was ""small challenge."" The term community is generally defined as usually small, social unit of any size that shares common values. So based on this definition online learning community is the small social unit of any size that shares learning about some topic through online. The reason i called it as small challenge is that the online class has some differences form the off line class and due to those differences it could be more challenging than normal class. I have taken three online classes and the online class needs more participation and responsibility than normal class i think. According to text book, learning in the distance education environment cannot be passive. Students are not only responsible for logging on but they must also contribute to the learning process by posting their thoughts and ideas to the online discussion. Learning is an active process in which both the instructor and the learners must participate it if it is to be successful.",DKI
111,"P, I like how you used the word ""small challenge"" to describe what online learning communities are. I believe that taking online classes allow one to feel more comfortable to add what they like to any conversation after thinking through what they want to say. I personally feel that asking and answering questions in a large lecture room is more intimidating because once the question is asked, you have to jog your memory as fast as you can to come up with an answer. It is a challenge though to keep up with the course work for online learning communities and to really read so you know what you are writing about.",MKC
112,"I see community as a group of people sharing the same area of interest or experience - and in thinking about the Community of Practice, I was drawn to Richard Millington's statement that, ""Every online community lives within an ecosystem. Even a community that defines its ecosystem is still encompassed within it."" He goes on to say that, ""To make matters more confusing, a community can exist in more than one ecosystem."" So, I think of my profession of dental hygiene, living within the ecosystem of organized dentistry. Every-so-often, state Boards of Dentistry make major changes to the individual services that a dental hygienist can legally provide to their patients. So, this larger ecosystem change can greatly impact my dental hygiene community. Additionally, these dental hygiene members can be affected by other ecosystems, like the dental insurance ecosystem, which could decide that having one's teeth cleaned, x-rayed and examined should no longer be a covered benefit, which would have profound effects on both my dental hygiene community and its larger ecosystem of organized dentistry, at a minimum. So, this has caused me to think about community not as an insular, members-only club, but rather as a dynamic group which is constantly acting and reacting to what's taking place both within and without the community - the ""issues, media, people, competition and trends"" (Millington) affecting this group of people are what really constitute an online community.",MKI
113,"I see community as a group of people sharing the same area of interest or experience - and in thinking about the Community of Practice, I was drawn to Richard Millington's statement that, ""Every online community lives within an ecosystem. Even a community that defines its ecosystem is still encompassed within it."" He goes on to say that, ""To make matters more confusing, a community can exist in more than one ecosystem."" So, I think of my profession of dental hygiene, living within the ecosystem of organized dentistry. Every-so-often, state Boards of Dentistry make major changes to the individual services that a dental hygienist can legally provide to their patients. So, this larger ecosystem change can greatly impact my dental hygiene community. Additionally, these dental hygiene members can be affected by other ecosystems, like the dental insurance ecosystem, which could decide that having one's teeth cleaned, x-rayed and examined should no longer be a covered benefit, which would have profound effects on both my dental hygiene community and its larger ecosystem of organized dentistry, at a minimum. So, this has caused me to think about community not as an insular, members-only club, but rather as a dynamic group which is constantly acting and reacting to what's taking place both within and without the community - the ""issues, media, people, competition and trends"" (Millington) affecting this group of people are what really constitute an online community.",DKI
114,"As I read through everyone's definitions of online communities, I noticed a lot of recurring concepts and words. Many people mentioned participation, engagement, interaction, feeling comfortable or safe with the other community members, sharing a common purpose or goal, and creating knowledge through collaboration. Those who answered the question of whether community is important in online spaces said, ""Yes."" The reasons circled back to the benefits that showed up in the definitions--it encourages engagement, which is linked to student performance and satisfaction, it facilitates collaboration.I also found the many differences and differing perspectives interesting. I appreciated reading what everyone had to say.",DKC
115,"I read this article for another class in this week -- From Moodle to Facebook: Exploring students' motivation and experie.... I wanna use some citations in this article to summarize this topic-- ""what's a good online learning community"". 1. a strong online learning community should have its social and emotional as well as intellectual and academic dimensions; 2.the presence of a community is necessary for online participation and learning, and for a need to maintain the balance between interaction for social purposes and that for learning;3. the social presence of learners and instructors helps form the sense of community, and it's also necessary to make roles of members, and rules of community.Anyway, this is an interesting article. You guys could check it out if you are also interested in online social learning :)",SKI
116,"I wanted to add, that what I've learned from my brief exposure to online learning - and I am lucky enough to have learned best practices in online instruction from the experts here at the U - is the critical role that community plays in these environments. And I have found myself compelled to share this critical element with faculty here in my own discipline, who are planning to develop online courses without the benefit of this coursework in CI.For example, a colleague of mine, who heads a program here, is hiring an instructional designer to help her _develop a hybrid graduate degree program - and she mentioned using Moodle. I was compelled to send her the grid I developed last semester, comparing the social affordances of the two systems, and letting her know of the importance of this sense of community/social aspect of online learning, vs. using a far more limited content management system like Moodle. I hope she will consider this, for the long-term success of her graduate program, where one of the goals in this digital age *should* be to form important relationships that people will carry with them into their professional life. Community is key in online learning.",DKI
117,"Instructor and S, considering the important social interaction seems to be and how limited you both have found Moodle to be (I'm pretty new to Moodle, and haven't had the time to evaluate it), what do you suppose we in LT can do to encourage the University to consider either moving away from Moodle, or--if that is unlikely, and at this moment it appears to be--adding affordances to Moodle somehow? Is that work underway? (Am I being completely naive?)",MKC
118,"S, Instructor, F, I so appreciate the information in these comments! I wasn't sure if I was the only one who couldn't stand Moodle, but I could never put my finger on exactly why :-) It totally is the emphasis of content over engagement...and as someone who hopes do instructional design for the U someday, hopefully that will change at some point!",MKC
119,"Thanks for the acknowledgement, Instructor. I've used Moodle, and as you mentioned to Tracey, it would be very difficult to change OIT and ATS to support a different CMS. Moodle does take some time getting used to, but OIT does see it as an effective tool for students and faculty at the U of M, and currently that's what they support. I do know of other faculty that are using other CMS's like Coursera to create their own online learning course, so it will be interesting to see how things evolve in the future. For those that can't stand Moodle, I would suggest taking some time and really learning the ins and outs of its use...",DKC
120,"Wow, great comments, everyone! Makes me wonder even more what enhancements/modules/add-ons might be able to be implemented to Moodle to increase its affordances for engagement an interaction. I shall dig into it and see what I can find out. As a U employee, I'm interested in finding the right platform for an instructor, but also in making the U's solution as flexible and useful as possible.",DKC
121,"i would define it as a discussion forum where learning takes place at your own pace and place. It encourages self paced learning that puts more responsibility on the learner. They become self motivated, intrinsic learners as they have more choices in the learning process. Technology can be intimidating but with active learning and support as the mantra those hurdles can be overcome. I agree with the author in that "" the outcome of well-constructed, community orients online course is reflective/transformative learning"" (page 17).Collaboration is key to the success of an online course. Self evaluation is a crucial part of learning to create empowered learners. ",MKI
122,"i would define it as a discussion forum where learning takes place at your own pace and place. It encourages self paced learning that puts more responsibility on the learner. They become self motivated, intrinsic learners as they have more choices in the learning process. Technology can be intimidating but with active learning and support as the mantra those hurdles can be overcome. I agree with the author in that "" the outcome of well-constructed, community orients online course is reflective/transformative learning"" (page 17).Collaboration is key to the success of an online course. Self evaluation is a crucial part of learning to create empowered learners. ",MKI
