"","message_text","variable"
"78","Two highlights from the readings:need to connect course content with ""real world"" happenings - in other words, having the students either answer the question of ""when am I going to use this?"" or helping them make the connections. Sometimes, even as adult learners we may need help with that. I'm thinking specifically of the ""problems, interests, and experiences as springboards for learning"" section in Ch 8.learning about technology by using it - especially true. One example for me - using Twitter. I initially started my master's program with the goal of moving into academic advising. There were not many students in my program with similar career interests, and I came across two weekly Twitter chats that were helpful - one for academic advisors, and one for student affairs (#sachat) pros. Through these chats I felt somewhat more connected to others who shared my professional interests. I still follow some of the acad adv and sachat folks, but now it's mostly been taken over by edtech :) Using Twitter has helped me experience firsthand the role that social networks can play in learning. Connection/disconnection:Thinking back to the section on introductions, I was surprised to read about the description of the student who was not present online for a while due to the lack of comments on his/her introduction (I will add page #s here later - my book and I are in two different places right now, and I didn't write down the pg #s in my notes) . While it was written in the context of an online class, for some reason it made me think back on other f2f grad courses that I have taken, and the role that introductions played in those courses. (I've been thinking quite a bit lately about what it means to teach online v. f2f - what changes, what stays the same, etc from the perspective of an instructor.) I'm wondering if introductions in an online course, and the following responses, could actually make for deeper connections to occur - especially having the instructor model a response. In the f2f classes that I took, we did not get a chance to personally respond to each person's introduction. Connection/disconnection to CI 5323: It has been terrific to see how this class models what is talked about and explained in our text. The question that I started the M.Ed. LT program with, ""What does high-quality, engaging online learning look like, and how can I do it?"" has begun to be answered in leaps and bounds throughout this class. I maybe should have added ""formal"" to my question too, now that I think about it, as to me there's some pretty significant distinctions between informal and formal online learning. Question or puzzle that you still have: Content organization when the class reaches the halfway+ point. In Ch 8, the instructor/one of the authors posed a question about creating a meta space for reflection of the overall online learning process and other items learners may have questions about (again, will add page #s here later). Some students responded favorably, and others were concerned about the many ways to find info, respond to comments, and overall navigation of their learning space.","MKI"
"79","Two highlights from the readings:need to connect course content with ""real world"" happenings - in other words, having the students either answer the question of ""when am I going to use this?"" or helping them make the connections. Sometimes, even as adult learners we may need help with that. I'm thinking specifically of the ""problems, interests, and experiences as springboards for learning"" section in Ch 8.learning about technology by using it - especially true. One example for me - using Twitter. I initially started my master's program with the goal of moving into academic advising. There were not many students in my program with similar career interests, and I came across two weekly Twitter chats that were helpful - one for academic advisors, and one for student affairs (#sachat) pros. Through these chats I felt somewhat more connected to others who shared my professional interests. I still follow some of the acad adv and sachat folks, but now it's mostly been taken over by edtech :) Using Twitter has helped me experience firsthand the role that social networks can play in learning. Connection/disconnection:Thinking back to the section on introductions, I was surprised to read about the description of the student who was not present online for a while due to the lack of comments on his/her introduction (I will add page #s here later - my book and I are in two different places right now, and I didn't write down the pg #s in my notes) . While it was written in the context of an online class, for some reason it made me think back on other f2f grad courses that I have taken, and the role that introductions played in those courses. (I've been thinking quite a bit lately about what it means to teach online v. f2f - what changes, what stays the same, etc from the perspective of an instructor.) I'm wondering if introductions in an online course, and the following responses, could actually make for deeper connections to occur - especially having the instructor model a response. In the f2f classes that I took, we did not get a chance to personally respond to each person's introduction. Connection/disconnection to CI 5323: It has been terrific to see how this class models what is talked about and explained in our text. The question that I started the M.Ed. LT program with, ""What does high-quality, engaging online learning look like, and how can I do it?"" has begun to be answered in leaps and bounds throughout this class. I maybe should have added ""formal"" to my question too, now that I think about it, as to me there's some pretty significant distinctions between informal and formal online learning. Question or puzzle that you still have: Content organization when the class reaches the halfway+ point. In Ch 8, the instructor/one of the authors posed a question about creating a meta space for reflection of the overall online learning process and other items learners may have questions about (again, will add page #s here later). Some students responded favorably, and others were concerned about the many ways to find info, respond to comments, and overall navigation of their learning space.","DKI"
"80","Two highlights from the readings:need to connect course content with ""real world"" happenings - in other words, having the students either answer the question of ""when am I going to use this?"" or helping them make the connections. Sometimes, even as adult learners we may need help with that. I'm thinking specifically of the ""problems, interests, and experiences as springboards for learning"" section in Ch 8.learning about technology by using it - especially true. One example for me - using Twitter. I initially started my master's program with the goal of moving into academic advising. There were not many students in my program with similar career interests, and I came across two weekly Twitter chats that were helpful - one for academic advisors, and one for student affairs (#sachat) pros. Through these chats I felt somewhat more connected to others who shared my professional interests. I still follow some of the acad adv and sachat folks, but now it's mostly been taken over by edtech :) Using Twitter has helped me experience firsthand the role that social networks can play in learning. Connection/disconnection:Thinking back to the section on introductions, I was surprised to read about the description of the student who was not present online for a while due to the lack of comments on his/her introduction (I will add page #s here later - my book and I are in two different places right now, and I didn't write down the pg #s in my notes) . While it was written in the context of an online class, for some reason it made me think back on other f2f grad courses that I have taken, and the role that introductions played in those courses. (I've been thinking quite a bit lately about what it means to teach online v. f2f - what changes, what stays the same, etc from the perspective of an instructor.) I'm wondering if introductions in an online course, and the following responses, could actually make for deeper connections to occur - especially having the instructor model a response. In the f2f classes that I took, we did not get a chance to personally respond to each person's introduction. Connection/disconnection to CI 5323: It has been terrific to see how this class models what is talked about and explained in our text. The question that I started the M.Ed. LT program with, ""What does high-quality, engaging online learning look like, and how can I do it?"" has begun to be answered in leaps and bounds throughout this class. I maybe should have added ""formal"" to my question too, now that I think about it, as to me there's some pretty significant distinctions between informal and formal online learning. Question or puzzle that you still have: Content organization when the class reaches the halfway+ point. In Ch 8, the instructor/one of the authors posed a question about creating a meta space for reflection of the overall online learning process and other items learners may have questions about (again, will add page #s here later). Some students responded favorably, and others were concerned about the many ways to find info, respond to comments, and overall navigation of their learning space.","DKI"
"81","Definitely agree, ""Learning about technology by using it!"" Twitter is such a great example to use. Like yourself, I joined Twitter in 2009 and didn't really use it much until about 2012. Since then, I've been able to connect with many people that I share interests with, and have learned a great deal of new information from this technology.","MKC"
"82","G, I definitely agree with you that connecting content to real world happenings is so important. I know often times I tend to ignore things in classes because I can't make a connection to why this would be important for me to use in the real world. Making these connections is so important for students because it helps them see the importance of what they are learning about! Great point!","MKC"
"83","G, I appreciated your insight about the benefits of online students introducing themselves and, with guidance from the instructor, reply back to each other in an effort to mitigate the feelings of solitude among members - and that in typical F2F courses, only the self-introductions are done, rarely with any feedback from the others. I hadn't thought about this aspect of the F2F courses, but it's generally true, in my experience. Not until we break into groups and begin working together in the F2F environment, do we really come to know each other. Interesting comparison.","MKC"
"84","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. One idea that I strongly agree with is _Encouraging Comment on Introductions? It says, _All of us need acknowledgement and to feel welcomed into a new situation. The promotion of human connection allows students to begin forming the relationships that are the basis for collaborative learning.?(Chapter 8, pp.164).Introduction is a traditional and excellent icebreaker, and also it facilitates the building of social presence. Comment from peers is something of significance to make one feel being accepted and welcomed, and not a dispensable visitor, which will affect oneês positivity and initiative to join further class activities to a great extent. Moreover, initiating communication and interaction from comment helps to build relationships among classmates in a short time, and indirectly devotes to the development of sense of a community.Another quote struck me out is that _critical self-reflection is a crucial component of transformative learning and that, in fact, transformative learning cannot occur without it?(Chapter 9, pp.198). As transformative learning is the process of perspective transformation, and it is about who I am as a person, have I changed and how I changed. So, self-reflection, which does answer those questions, plays a critical role in transformative learning. What is 1 connection/disconnection among the readings? From my point of view, Chapter 8 and Chapter 9 are closely tied together. Chapter 8, _Promoting Collaborative Learning? talks about the means of formulation of a share goal for learning, real-life applications as springboards for learning, and dialogue as inquiry, which seems like the preparation, and means towards _Transformative Learning?that Chapter 9 is about. What is 1 question/puzzle that you still have regarding the readings? While I was reading examples of posts by Mike in pp.201, a question bumped into my mind. Students attempt to express who they are textually in an online course, however, it seems informal to write assignments that way. So my question is, to what extent should we encourage conscious reflection and acknowledge the unconscious? And how to measure and determine the criteria?","MKI"
"85","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. One idea that I strongly agree with is _Encouraging Comment on Introductions? It says, _All of us need acknowledgement and to feel welcomed into a new situation. The promotion of human connection allows students to begin forming the relationships that are the basis for collaborative learning.?(Chapter 8, pp.164).Introduction is a traditional and excellent icebreaker, and also it facilitates the building of social presence. Comment from peers is something of significance to make one feel being accepted and welcomed, and not a dispensable visitor, which will affect oneês positivity and initiative to join further class activities to a great extent. Moreover, initiating communication and interaction from comment helps to build relationships among classmates in a short time, and indirectly devotes to the development of sense of a community.Another quote struck me out is that _critical self-reflection is a crucial component of transformative learning and that, in fact, transformative learning cannot occur without it?(Chapter 9, pp.198). As transformative learning is the process of perspective transformation, and it is about who I am as a person, have I changed and how I changed. So, self-reflection, which does answer those questions, plays a critical role in transformative learning. What is 1 connection/disconnection among the readings? From my point of view, Chapter 8 and Chapter 9 are closely tied together. Chapter 8, _Promoting Collaborative Learning? talks about the means of formulation of a share goal for learning, real-life applications as springboards for learning, and dialogue as inquiry, which seems like the preparation, and means towards _Transformative Learning?that Chapter 9 is about. What is 1 question/puzzle that you still have regarding the readings? While I was reading examples of posts by Mike in pp.201, a question bumped into my mind. Students attempt to express who they are textually in an online course, however, it seems informal to write assignments that way. So my question is, to what extent should we encourage conscious reflection and acknowledge the unconscious? And how to measure and determine the criteria?","MKI"
"86","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. One idea that I strongly agree with is _Encouraging Comment on Introductions? It says, _All of us need acknowledgement and to feel welcomed into a new situation. The promotion of human connection allows students to begin forming the relationships that are the basis for collaborative learning.?(Chapter 8, pp.164).Introduction is a traditional and excellent icebreaker, and also it facilitates the building of social presence. Comment from peers is something of significance to make one feel being accepted and welcomed, and not a dispensable visitor, which will affect oneês positivity and initiative to join further class activities to a great extent. Moreover, initiating communication and interaction from comment helps to build relationships among classmates in a short time, and indirectly devotes to the development of sense of a community.Another quote struck me out is that _critical self-reflection is a crucial component of transformative learning and that, in fact, transformative learning cannot occur without it?(Chapter 9, pp.198). As transformative learning is the process of perspective transformation, and it is about who I am as a person, have I changed and how I changed. So, self-reflection, which does answer those questions, plays a critical role in transformative learning. What is 1 connection/disconnection among the readings? From my point of view, Chapter 8 and Chapter 9 are closely tied together. Chapter 8, _Promoting Collaborative Learning? talks about the means of formulation of a share goal for learning, real-life applications as springboards for learning, and dialogue as inquiry, which seems like the preparation, and means towards _Transformative Learning?that Chapter 9 is about. What is 1 question/puzzle that you still have regarding the readings? While I was reading examples of posts by Mike in pp.201, a question bumped into my mind. Students attempt to express who they are textually in an online course, however, it seems informal to write assignments that way. So my question is, to what extent should we encourage conscious reflection and acknowledge the unconscious? And how to measure and determine the criteria?","DKI"
"87","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. One idea that I strongly agree with is _Encouraging Comment on Introductions? It says, _All of us need acknowledgement and to feel welcomed into a new situation. The promotion of human connection allows students to begin forming the relationships that are the basis for collaborative learning.?(Chapter 8, pp.164).Introduction is a traditional and excellent icebreaker, and also it facilitates the building of social presence. Comment from peers is something of significance to make one feel being accepted and welcomed, and not a dispensable visitor, which will affect oneês positivity and initiative to join further class activities to a great extent. Moreover, initiating communication and interaction from comment helps to build relationships among classmates in a short time, and indirectly devotes to the development of sense of a community.Another quote struck me out is that _critical self-reflection is a crucial component of transformative learning and that, in fact, transformative learning cannot occur without it?(Chapter 9, pp.198). As transformative learning is the process of perspective transformation, and it is about who I am as a person, have I changed and how I changed. So, self-reflection, which does answer those questions, plays a critical role in transformative learning. What is 1 connection/disconnection among the readings? From my point of view, Chapter 8 and Chapter 9 are closely tied together. Chapter 8, _Promoting Collaborative Learning? talks about the means of formulation of a share goal for learning, real-life applications as springboards for learning, and dialogue as inquiry, which seems like the preparation, and means towards _Transformative Learning?that Chapter 9 is about. What is 1 question/puzzle that you still have regarding the readings? While I was reading examples of posts by Mike in pp.201, a question bumped into my mind. Students attempt to express who they are textually in an online course, however, it seems informal to write assignments that way. So my question is, to what extent should we encourage conscious reflection and acknowledge the unconscious? And how to measure and determine the criteria?","DKI"
"88","D,I l-o-v-e your question/puzzle. _Like the authors suggested, I am one of those people who at first blush look at lower case text with informal writing not up to par for academic settings. _However, I have grown more open to it because I recognize this can be a generational thing and it could be a communication style difference. _My mom uses capital letters sometimes in her emails and even though I've told her that's like yelling at me, her response, she was just so excited. _I told her that's what exclamation points are for. _But, she saw caps as her ""excited voice."" _Of course, I told her that she ought not do that outside of the family though.I wonder if you can even develop criteria for the unconscious. _Is that even possible, because once you acknowledge it becomes conscious, right? _I'm wondering if in the critical self-reflections students could look at how they communicated over the course of a semester to see how their styles may have change in time or in context. _Perhaps in these reflections is where one can evaluate their conscious and unconscious.","MKC"
"89","D,I l-o-v-e your question/puzzle. _Like the authors suggested, I am one of those people who at first blush look at lower case text with informal writing not up to par for academic settings. _However, I have grown more open to it because I recognize this can be a generational thing and it could be a communication style difference. _My mom uses capital letters sometimes in her emails and even though I've told her that's like yelling at me, her response, she was just so excited. _I told her that's what exclamation points are for. _But, she saw caps as her ""excited voice."" _Of course, I told her that she ought not do that outside of the family though.I wonder if you can even develop criteria for the unconscious. _Is that even possible, because once you acknowledge it becomes conscious, right? _I'm wondering if in the critical self-reflections students could look at how they communicated over the course of a semester to see how their styles may have change in time or in context. _Perhaps in these reflections is where one can evaluate their conscious and unconscious.","MKC"
"90","It seems that questioning and higher order thinking skills are mentioned on page 171 under encouraging expansive questioning. It is stated that ""when students become excited by the learning that expansive questions create, they can become adept at asking the same types of questions themselves. This serves to propel the learning of all involved to much higher levels"".In teaching this is the most challenging as the facilitator has to guide and redirect students to achieve that goal. It works with some groups and some students struggle with it. As a facilitator you cannot provide too many leads in the direction of critical thinking as the group must critically expand their own thoughts. Content background knowledge is the starting point but where it can go from there depends upon the group with some groups needing more facilitation than others. The key lies in the balance of providing too many leads or too little support. The ways to add more collaboration is through ""blogs, wikis, web pages, jigsaw activities, online journals, webQuests"" etc that encourage learning through activities that encourage and support collaboration.The connection between the readings is clear in the process and the implementation phases of teaching and learning. I would like to know of resources that bring different learning styles to the collaborative model to _meet the needs of all learners.","MKI"
"91","It seems that questioning and higher order thinking skills are mentioned on page 171 under encouraging expansive questioning. It is stated that ""when students become excited by the learning that expansive questions create, they can become adept at asking the same types of questions themselves. This serves to propel the learning of all involved to much higher levels"".In teaching this is the most challenging as the facilitator has to guide and redirect students to achieve that goal. It works with some groups and some students struggle with it. As a facilitator you cannot provide too many leads in the direction of critical thinking as the group must critically expand their own thoughts. Content background knowledge is the starting point but where it can go from there depends upon the group with some groups needing more facilitation than others. The key lies in the balance of providing too many leads or too little support. The ways to add more collaboration is through ""blogs, wikis, web pages, jigsaw activities, online journals, webQuests"" etc that encourage learning through activities that encourage and support collaboration.The connection between the readings is clear in the process and the implementation phases of teaching and learning. I would like to know of resources that bring different learning styles to the collaborative model to _meet the needs of all learners.","MKI"
"92","It seems that questioning and higher order thinking skills are mentioned on page 171 under encouraging expansive questioning. It is stated that ""when students become excited by the learning that expansive questions create, they can become adept at asking the same types of questions themselves. This serves to propel the learning of all involved to much higher levels"".In teaching this is the most challenging as the facilitator has to guide and redirect students to achieve that goal. It works with some groups and some students struggle with it. As a facilitator you cannot provide too many leads in the direction of critical thinking as the group must critically expand their own thoughts. Content background knowledge is the starting point but where it can go from there depends upon the group with some groups needing more facilitation than others. The key lies in the balance of providing too many leads or too little support. The ways to add more collaboration is through ""blogs, wikis, web pages, jigsaw activities, online journals, webQuests"" etc that encourage learning through activities that encourage and support collaboration.The connection between the readings is clear in the process and the implementation phases of teaching and learning. I would like to know of resources that bring different learning styles to the collaborative model to _meet the needs of all learners.","DKI"
"93","It seems that questioning and higher order thinking skills are mentioned on page 171 under encouraging expansive questioning. It is stated that ""when students become excited by the learning that expansive questions create, they can become adept at asking the same types of questions themselves. This serves to propel the learning of all involved to much higher levels"".In teaching this is the most challenging as the facilitator has to guide and redirect students to achieve that goal. It works with some groups and some students struggle with it. As a facilitator you cannot provide too many leads in the direction of critical thinking as the group must critically expand their own thoughts. Content background knowledge is the starting point but where it can go from there depends upon the group with some groups needing more facilitation than others. The key lies in the balance of providing too many leads or too little support. The ways to add more collaboration is through ""blogs, wikis, web pages, jigsaw activities, online journals, webQuests"" etc that encourage learning through activities that encourage and support collaboration.The connection between the readings is clear in the process and the implementation phases of teaching and learning. I would like to know of resources that bring different learning styles to the collaborative model to _meet the needs of all learners.","DKI"
"94","Q,__ I also resonated with the text discussion of expansive questioning. I have been reading about the idea of knowledge transfer in teaching undergraduates science and Randi Engle's idea of expansive framing to promote this type of learning transfer.  I liked the idea that part of this expansive framing can be placed in the hands of the students by encouraging the collaborative student to student interaction and questioning. I wondered whether a collaborative approach would help that learning persist beyond the single course experience?","SKC"
"95","Q,__ I also resonated with the text discussion of expansive questioning. I have been reading about the idea of knowledge transfer in teaching undergraduates science and Randi Engle's idea of expansive framing to promote this type of learning transfer.  I liked the idea that part of this expansive framing can be placed in the hands of the students by encouraging the collaborative student to student interaction and questioning. I wondered whether a collaborative approach would help that learning persist beyond the single course experience?","SKC"
"96","I am so glad that you are considering the idea. It works with structure depending upon the group. Providing some scaffolding into leading questions would help provide direction to the group discussions and activities. After that you let the group come up with the critical thinking thoughts and most of the time they will if the groups are organized by you accurately.","MKC"
"97","Hello Q,This can be challenging for the facilitator I would agree...I like leading questions before the readings so you can begin to target your thoughts and capture them in the reading. _After discussion question are answered, learning from your colleagues is very important. _I do like to add some more styles as to what the readings are about, so video clips and other ways to tell the story is great...","DKC"
"98","I decide to use text posting here :) Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. 1. In page 158, Jonassen and others note that the collaborative in a constructivist classroom results not only in personal meaning-making on the part of the individual student, but also creates a container wherein social construction of knowledge and meaning can occur. This means that learning is not only an independent behavior by learners themselves, but also an interdependent process among learners. It's also important to form a constructivist community which helps learners to achieve active and reflective learning. 2. In page 162-163, two ways would help achieve collaborative learning are proposed. One is sharing the expectations of the course and another one is use of team charters. I will use these methods in my online course in the next semester.What is 1 connection/disconnection among the readings? One connection I have found is about the learner-centered focus. In a successful online learning community, we may have a close look at roles of students and instructors. Instructor is an equal player, acting only as a gentle guide while learners' roles might be a facilitator, team Leader, presenter or commentator. And instructors must be willing to give up control of the direction and act as a participating member, allowing students to take the discussion wherever it might go. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? I think this course has formulated a good shared goal, negotiating guidelines and kind communication environment which are very important for our social presences online. It also has formed a context that we could bring our life experiences into this online course. For example, we all introduce an online community that we are interested in in our daily lives in this course. What is 1 question or puzzle that you still have regarding the readings? My question is how to make a team-evaluation? What the difference between team-evaluation and self-evaluation?","MKI"
"99","I decide to use text posting here :) Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. 1. In page 158, Jonassen and others note that the collaborative in a constructivist classroom results not only in personal meaning-making on the part of the individual student, but also creates a container wherein social construction of knowledge and meaning can occur. This means that learning is not only an independent behavior by learners themselves, but also an interdependent process among learners. It's also important to form a constructivist community which helps learners to achieve active and reflective learning. 2. In page 162-163, two ways would help achieve collaborative learning are proposed. One is sharing the expectations of the course and another one is use of team charters. I will use these methods in my online course in the next semester.What is 1 connection/disconnection among the readings? One connection I have found is about the learner-centered focus. In a successful online learning community, we may have a close look at roles of students and instructors. Instructor is an equal player, acting only as a gentle guide while learners' roles might be a facilitator, team Leader, presenter or commentator. And instructors must be willing to give up control of the direction and act as a participating member, allowing students to take the discussion wherever it might go. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? I think this course has formulated a good shared goal, negotiating guidelines and kind communication environment which are very important for our social presences online. It also has formed a context that we could bring our life experiences into this online course. For example, we all introduce an online community that we are interested in in our daily lives in this course. What is 1 question or puzzle that you still have regarding the readings? My question is how to make a team-evaluation? What the difference between team-evaluation and self-evaluation?","MKI"
"100","I decide to use text posting here :) Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. 1. In page 158, Jonassen and others note that the collaborative in a constructivist classroom results not only in personal meaning-making on the part of the individual student, but also creates a container wherein social construction of knowledge and meaning can occur. This means that learning is not only an independent behavior by learners themselves, but also an interdependent process among learners. It's also important to form a constructivist community which helps learners to achieve active and reflective learning. 2. In page 162-163, two ways would help achieve collaborative learning are proposed. One is sharing the expectations of the course and another one is use of team charters. I will use these methods in my online course in the next semester.What is 1 connection/disconnection among the readings? One connection I have found is about the learner-centered focus. In a successful online learning community, we may have a close look at roles of students and instructors. Instructor is an equal player, acting only as a gentle guide while learners' roles might be a facilitator, team Leader, presenter or commentator. And instructors must be willing to give up control of the direction and act as a participating member, allowing students to take the discussion wherever it might go. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? I think this course has formulated a good shared goal, negotiating guidelines and kind communication environment which are very important for our social presences online. It also has formed a context that we could bring our life experiences into this online course. For example, we all introduce an online community that we are interested in in our daily lives in this course. What is 1 question or puzzle that you still have regarding the readings? My question is how to make a team-evaluation? What the difference between team-evaluation and self-evaluation?","MKI"
"101","I decide to use text posting here :) Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. 1. In page 158, Jonassen and others note that the collaborative in a constructivist classroom results not only in personal meaning-making on the part of the individual student, but also creates a container wherein social construction of knowledge and meaning can occur. This means that learning is not only an independent behavior by learners themselves, but also an interdependent process among learners. It's also important to form a constructivist community which helps learners to achieve active and reflective learning. 2. In page 162-163, two ways would help achieve collaborative learning are proposed. One is sharing the expectations of the course and another one is use of team charters. I will use these methods in my online course in the next semester.What is 1 connection/disconnection among the readings? One connection I have found is about the learner-centered focus. In a successful online learning community, we may have a close look at roles of students and instructors. Instructor is an equal player, acting only as a gentle guide while learners' roles might be a facilitator, team Leader, presenter or commentator. And instructors must be willing to give up control of the direction and act as a participating member, allowing students to take the discussion wherever it might go. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? I think this course has formulated a good shared goal, negotiating guidelines and kind communication environment which are very important for our social presences online. It also has formed a context that we could bring our life experiences into this online course. For example, we all introduce an online community that we are interested in in our daily lives in this course. What is 1 question or puzzle that you still have regarding the readings? My question is how to make a team-evaluation? What the difference between team-evaluation and self-evaluation?","DKI"
"102","I decide to use text posting here :) Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you. 1. In page 158, Jonassen and others note that the collaborative in a constructivist classroom results not only in personal meaning-making on the part of the individual student, but also creates a container wherein social construction of knowledge and meaning can occur. This means that learning is not only an independent behavior by learners themselves, but also an interdependent process among learners. It's also important to form a constructivist community which helps learners to achieve active and reflective learning. 2. In page 162-163, two ways would help achieve collaborative learning are proposed. One is sharing the expectations of the course and another one is use of team charters. I will use these methods in my online course in the next semester.What is 1 connection/disconnection among the readings? One connection I have found is about the learner-centered focus. In a successful online learning community, we may have a close look at roles of students and instructors. Instructor is an equal player, acting only as a gentle guide while learners' roles might be a facilitator, team Leader, presenter or commentator. And instructors must be willing to give up control of the direction and act as a participating member, allowing students to take the discussion wherever it might go. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings? I think this course has formulated a good shared goal, negotiating guidelines and kind communication environment which are very important for our social presences online. It also has formed a context that we could bring our life experiences into this online course. For example, we all introduce an online community that we are interested in in our daily lives in this course. What is 1 question or puzzle that you still have regarding the readings? My question is how to make a team-evaluation? What the difference between team-evaluation and self-evaluation?","DKI"
"103","Hi R,The difference between a self-evaluation and a team-evaluation is that you are only evaluating yourself in the former. The self-evaluation gives you a chance to reflect on your effort and provides the instructor with an idea of how you feel you performed. On the other hand, a team-evaluation gives all members of the team an opportunity to assess your performance. Often times, team members' ratings are averaged. When this feedback is shared with the instructor, it allows the instructor to gain better insight on how the team worked together. If all of the team members have good things to say about each other, we assume they worked well together. If all the team members identify a single person as a ""slacker,"" this is also noteworthy. One thing that should always be considered, however, is that sometimes team members don't say anything negative because they fear that this may affect their grade or that others may not share the same feelings and they don't want to put an unnecessary light on themselves. I hope this helps answer your question!","MKC"
"104","Thank you, A. It's really helpful! And it's also an issue that team members don't say anything negative because they fear that this may affect their grade and sometimes this would happen to self-evaluation, right?","MKC"
"105","These are good comments pertaining to team evaluations. _I had to evaluate team papers or lesson plans. _This is a bit different than having to evaluate a team member in a group project. _So as I become an instructor I will keep in mind that I want positive and strength base approach, so I would keep it as an approach to strengthen each others work. _For example, if we as a team evaluated another teams community site, we could critique it in the strength base approach, looking for the positive and ways to support the team to be more effective as an instructor (if needed) Does that make sense???","DKC"
"106","Highlights. One of the simple ideas that I really like is that shared goals are a critical component of developing an effective community. One of the reasons I find academic communities to be much more effective than non-academic communities is that instructors and students naturally work toward clear goals that are tied to learning and completing the course. When utilizing a non-academic community, members may not necessarily be working toward common goals. They may be searching for advice or support but what they do with that information and, ultimately, their end-goal may not be the same. Connections. Chapter 9 discusses learning about technology by using it. This jumped out at me right away because that is exactly the feeling I've had during this course, thus far. I have learned about a number of new technologies and it wasn't until I actually used the technology (e.g., VoiceThread, Flipgrid) that I saw it's true value and could appreciate the medium. I believe this also means that there is some pressure on instructors to utilize the best types of technology, as well as a wide variety of technologies to allow students to gain exposure and promote learning.I thought the example of the female student who disappeared for awhile after her introduction was interesting, too. I believe we have come across this example before. I think this is definitely noteworthy because it demonstrates expectations and the impact not meeting those expectations has on people. This example reminds me a little bit of Facebook and how people often post status updates or photos and truly measure how many friends they have by the number of ""likes"" or responses. I think this is potentially destructive but, no doubt, plays a huge role in online communities. I suppose the takeaway is that we need to manage our expectations, as well as communicate clearly, and we shouldn't measure our worth by the feedback. Additionally, this relates to the point I made in the beginning of the semester where we should try to view others in a positive light, as opposed to negatively. We shouldn't assume non-responses mean that people don't care but rather they didn't know they were supposed to respond or got really busy. Question. Chapter 8 discusses being a team player in terms of collaboration. A number of my classes that place on emphasis on group work require a group assessment at the end where group members rate the effort of their team members and the teacher uses it when calculating a final grade. Do you think that is appropriate for an online community? Would it be helpful? Would it hurt? ","MKI"
